image_name,Imager_id,generation,sex,selection,replicate,sampling,trait,individual_id,length,repeat_measure
JK_350_M_C_2_S_L-Ti_9,JK,350,M,C,2,S,L-Ti,9,0.396,1
JK_350_M_C_2_S_L-Ta_9,JK,350,M,C,2,S,L-Ta,9,0.161,1
JK_350_M_C_2_S_L-F_10,JK,350,M,C,2,S,L-F,10,0.535,1
JK_350_M_C_2_S_L-Ti_10,JK,350,M,C,2,S,L-Ti,10,0.422,1
JK_350_M_C_2_S_L-Ta_10,JK,350,M,C,2,S,L-Ta,10,0.186,1
JK_350_M_C_2_S_L-F_11,JK,350,M,C,2,S,L-F,11,0.572,1
JK_350_M_C_2_S_L-Ti_11,JK,350,M,C,2,S,L-Ti,11,0.423,1
JK_350_M_C_2_S_L-Ta_11,JK,350,M,C,2,S,L-Ta,11,0.192,1
JK_350_M_C_2_S_L-F_12,JK,350,M,C,2,S,L-F,12,0.498,1
JK_350_M_C_2_S_L-Ti_12,JK,350,M,C,2,S,L-Ti,12,0.393,1
JK_350_M_C_2_S_L-Ta_12,JK,350,M,C,2,S,L-Ta,12,0.179,1
JK_350_M_C_2_S_L-F_13,JK,350,M,C,2,S,L-F,13,0.491,1
JK_350_M_C_2_S_L-Ti_13,JK,350,M,C,2,S,L-Ti,13,0.447,1
JK_350_M_C_2_S_L-Ta_13,JK,350,M,C,2,S,L-Ta,13,0.181,1
JK_350_M_C_2_S_L-F_14,JK,350,M,C,2,S,L-F,14,0.47,1
JK_350_M_C_2_S_L-Ti_14,JK,350,M,C,2,S,L-Ti,14,0.416,1
JK_350_M_C_2_S_L-Ta_14,JK,350,M,C,2,S,L-Ta,14,0.17,1
JK_350_M_C_2_S_L-F_15,JK,350,M,C,2,S,L-F,15,0.54,1
JK_350_M_C_2_S_L-Ti_15,JK,350,M,C,2,S,L-Ti,15,0.436,1
JK_350_M_C_2_S_L-Ta_15,JK,350,M,C,2,S,L-Ta,15,0.194,1
JK_350_M_C_2_S_L-F_16,JK,350,M,C,2,S,L-F,16,0.491,1
JK_350_M_C_2_S_L-Ti_16,JK,350,M,C,2,S,L-Ti,16,0.414,1
JK_350_M_C_2_S_L-Ta_16,JK,350,M,C,2,S,L-Ta,16,0.154,1
JK_350_M_C_2_S_L-F_17,JK,350,M,C,2,S,L-F,17,0.527,1
JK_350_M_C_2_S_L-Ti_17,JK,350,M,C,2,S,L-Ti,17,0.437,1
JK_350_M_C_2_S_L-Ta_17,JK,350,M,C,2,S,L-Ta,17,0.179,1
JK_350_M_C_2_S_L-F_18,JK,350,M,C,2,S,L-F,18,0.476,1
JK_350_M_C_2_S_L-Ti_18,JK,350,M,C,2,S,L-Ti,18,0.406,1
JK_350_M_C_2_S_L-Ta_18,JK,350,M,C,2,S,L-Ta,18,0.16,1
JK_350_M_C_2_S_L-F_19,JK,350,M,C,2,S,L-F,19,0.534,1
JK_350_M_C_2_S_L-Ti_19,JK,350,M,C,2,S,L-Ti,19,0.44,1
JK_350_M_C_2_S_L-Ta_19,JK,350,M,C,2,S,L-Ta,19,0.176,1
JK_350_M_C_2_S_L-F_20,JK,350,M,C,2,S,L-F,20,0.575,1
JK_350_M_C_2_S_L-Ti_20,JK,350,M,C,2,S,L-Ti,20,0.47,1
JK_350_M_C_2_S_L-Ta_20,JK,350,M,C,2,S,L-Ta,20,0.188,1
JK_350_M_C_2_S_T_1,JK,350,M,C,2,S,T,1,0.893,1
JK_350_M_C_2_S_T_2,JK,350,M,C,2,S,T,2,0.825,1
JK_350_M_C_2_S_T_3,JK,350,M,C,2,S,T,3,0.78,1
JK_350_M_C_2_S_T_4,JK,350,M,C,2,S,T,4,0.78,1
JK_350_M_C_2_S_T_5,JK,350,M,C,2,S,T,5,0.823,1
JK_350_M_C_2_S_T_6,JK,350,M,C,2,S,T,6,0.806,1
JK_350_M_C_2_S_T_7,JK,350,M,C,2,S,T,7,0.801,1
JK_350_M_C_2_S_T_8,JK,350,M,C,2,S,T,8,0.857,1
JK_350_M_C_2_S_T_9,JK,350,M,C,2,S,T,9,0.758,1
JK_350_M_C_2_S_T_10,JK,350,M,C,2,S,T,10,0.867,1
JK_350_M_C_2_S_T_11,JK,350,M,C,2,S,T,11,0.804,1
JK_350_M_C_2_S_T_12,JK,350,M,C,2,S,T,12,0.783,1
JK_350_M_C_2_S_T_13,JK,350,M,C,2,S,T,13,0.861,1
JK_350_M_C_2_S_T_14,JK,350,M,C,2,S,T,14,0.726,1
JK_350_M_C_2_S_T_15,JK,350,M,C,2,S,T,15,0.872,1
JK_350_M_C_2_S_T_16,JK,350,M,C,2,S,T,16,0.797,1
JK_350_M_C_2_S_T_17,JK,350,M,C,2,S,T,17,0.871,1
JK_350_M_C_2_S_T_18,JK,350,M,C,2,S,T,18,0.755,1
JK_350_M_C_2_S_T_19,JK,350,M,C,2,S,T,19,0.777,1
JK_350_M_C_2_S_T_20,JK,350,M,C,2,S,T,20,0.923,1
JK_350_M_C_1_R_L-F_1,JK,350,M,C,1,R,L-F,1,0.562,1
JK_350_M_C_1_R_L-Ti_1,JK,350,M,C,1,R,L-Ti,1,0.468,1
JK_350_M_C_1_R_L-Ta_1,JK,350,M,C,1,R,L-Ta,1,0.183,1
JK_350_M_C_1_R_L-F_2,JK,350,M,C,1,R,L-F,2,0.559,1
JK_350_M_C_1_R_L-Ti_2,JK,350,M,C,1,R,L-Ti,2,0.475,1
JK_350_M_C_1_R_L-Ta_2,JK,350,M,C,1,R,L-Ta,2,0.198,1
JK_350_M_C_1_R_L-F_3,JK,350,M,C,1,R,L-F,3,0.584,1
JK_350_M_C_1_R_L-Ti_3,JK,350,M,C,1,R,L-Ti,3,0.487,1
JK_350_M_C_1_R_L-Ta_3,JK,350,M,C,1,R,L-Ta,3,0.198,1
JK_350_M_C_1_R_L-F_4,JK,350,M,C,1,R,L-F,4,0.544,1
JK_350_M_C_1_R_L-Ti_4,JK,350,M,C,1,R,L-Ti,4,0.477,1
JK_350_M_C_1_R_L-Ta_4,JK,350,M,C,1,R,L-Ta,4,0.183,1
JK_350_M_C_1_R_L-F_5,JK,350,M,C,1,R,L-F,5,0.553,1
JK_350_M_C_1_R_L-Ti_5,JK,350,M,C,1,R,L-Ti,5,0.408,1
JK_350_M_C_1_R_L-Ta_5,JK,350,M,C,1,R,L-Ta,5,0.17,1
JK_350_M_C_1_R_L-F_6,JK,350,M,C,1,R,L-F,6,0.568,1
JK_350_M_C_1_R_L-Ti_6,JK,350,M,C,1,R,L-Ti,6,0.492,1
JK_350_M_C_1_R_L-Ta_6,JK,350,M,C,1,R,L-Ta,6,0.197,1
JK_350_M_C_1_R_L-F_7,JK,350,M,C,1,R,L-F,7,0.46,1
JK_350_M_C_1_R_L-Ti_7,JK,350,M,C,1,R,L-Ti,7,0.392,1
JK_350_M_C_1_R_L-Ta_7,JK,350,M,C,1,R,L-Ta,7,0.172,1
JK_350_M_C_1_R_L-F_8,JK,350,M,C,1,R,L-F,8,0.517,1
JK_350_M_C_1_R_L-Ti_8,JK,350,M,C,1,R,L-Ti,8,0.395,1
JK_350_M_C_1_R_L-Ta_8,JK,350,M,C,1,R,L-Ta,8,0.17,1
JK_350_M_C_1_R_L-F_9,JK,350,M,C,1,R,L-F,9,0.486,1
JK_350_M_C_1_R_L-Ti_9,JK,350,M,C,1,R,L-Ti,9,0.372,1
JK_350_M_C_1_R_L-Ta_9,JK,350,M,C,1,R,L-Ta,9,0.163,1
JK_350_M_C_1_R_L-F_10,JK,350,M,C,1,R,L-F,10,0.499,1
JK_350_M_C_1_R_L-Ti_10,JK,350,M,C,1,R,L-Ti,10,0.436,1
JK_350_M_C_1_R_L-Ta_10,JK,350,M,C,1,R,L-Ta,10,0.189,1
JK_350_M_C_1_R_L-F_11,JK,350,M,C,1,R,L-F,11,0.439,1
JK_350_M_C_1_R_L-Ti_11,JK,350,M,C,1,R,L-Ti,11,0.367,1
JK_350_M_C_1_R_L-Ta_11,JK,350,M,C,1,R,L-Ta,11,0.163,1
JK_350_M_C_1_R_L-F_12,JK,350,M,C,1,R,L-F,12,0.459,1
JK_350_M_C_1_R_L-Ti_12,JK,350,M,C,1,R,L-Ti,12,0.385,1
JK_350_M_C_1_R_L-Ta_12,JK,350,M,C,1,R,L-Ta,12,0.16,1
JK_350_M_C_1_R_L-F_13,JK,350,M,C,1,R,L-F,13,0.525,1
JK_350_M_C_1_R_L-Ti_13,JK,350,M,C,1,R,L-Ti,13,0.406,1
JK_350_M_C_1_R_L-Ta_13,JK,350,M,C,1,R,L-Ta,13,0.169,1
JK_350_M_C_1_R_L-F_14,JK,350,M,C,1,R,L-F,14,0.502,1
JK_350_M_C_1_R_L-Ti_14,JK,350,M,C,1,R,L-Ti,14,0.39,1
JK_350_M_C_1_R_L-Ta_14,JK,350,M,C,1,R,L-Ta,14,0.166,1
JK_350_M_C_1_R_L-F_15,JK,350,M,C,1,R,L-F,15,0.535,1
JK_350_M_C_1_R_L-Ti_15,JK,350,M,C,1,R,L-Ti,15,0.416,1
JK_350_M_C_1_R_L-Ta_15,JK,350,M,C,1,R,L-Ta,15,0.2,1
JK_350_M_C_1_R_L-F_16,JK,350,M,C,1,R,L-F,16,0.446,1
JK_350_M_C_1_R_L-Ti_16,JK,350,M,C,1,R,L-Ti,16,0.375,1
JK_350_M_C_1_R_L-Ta_16,JK,350,M,C,1,R,L-Ta,16,0.149,1
JK_350_M_C_1_R_L-F_17,JK,350,M,C,1,R,L-F,17,0.503,1
JK_350_M_C_1_R_L-Ti_17,JK,350,M,C,1,R,L-Ti,17,0.422,1
JK_350_M_C_1_R_L-Ta_17,JK,350,M,C,1,R,L-Ta,17,0.17,1
JK_350_M_C_1_R_L-F_18,JK,350,M,C,1,R,L-F,18,0.505,1
JK_350_M_C_1_R_L-Ti_18,JK,350,M,C,1,R,L-Ti,18,0.409,1
JK_350_M_C_1_R_L-Ta_18,JK,350,M,C,1,R,L-Ta,18,0.163,1
JK_350_M_C_1_R_L-F_19,JK,350,M,C,1,R,L-F,19,0.484,1
JK_350_M_C_1_R_L-Ti_19,JK,350,M,C,1,R,L-Ti,19,0.36,1
JK_350_M_C_1_R_L-Ta_19,JK,350,M,C,1,R,L-Ta,19,0.16,1
JK_350_M_C_1_R_L-F_20,JK,350,M,C,1,R,L-F,20,0.464,1
JK_350_M_C_1_R_L-Ti_20,JK,350,M,C,1,R,L-Ti,20,0.367,1
JK_350_M_C_1_R_L-Ta_20,JK,350,M,C,1,R,L-Ta,20,0.153,1
JK_350_M_C_1_R_T_1,JK,350,M,C,1,R,T,1,0.915,1
JK_350_M_C_1_R_T_2,JK,350,M,C,1,R,T,2,0.951,1
JK_350_M_C_1_R_T_3,JK,350,M,C,1,R,T,3,0.944,1
JK_350_M_C_1_R_T_4,JK,350,M,C,1,R,T,4,0.903,1
JK_350_M_C_1_R_T_5,JK,350,M,C,1,R,T,5,0.859,1
JK_350_M_C_1_R_T_6,JK,350,M,C,1,R,T,6,0.932,1
JK_350_M_C_1_R_T_7,JK,350,M,C,1,R,T,7,0.779,1
JK_350_M_C_1_R_T_8,JK,350,M,C,1,R,T,8,0.846,1
JK_350_M_C_1_R_T_9,JK,350,M,C,1,R,T,9,0.798,1
JK_350_M_C_1_R_T_10,JK,350,M,C,1,R,T,10,0.817,1
JK_350_M_C_1_R_T_11,JK,350,M,C,1,R,T,11,0.755,1
JK_350_M_C_1_R_T_12,JK,350,M,C,1,R,T,12,0.738,1
JK_350_M_C_1_R_T_13,JK,350,M,C,1,R,T,13,0.826,1
JK_350_M_C_1_R_T_14,JK,350,M,C,1,R,T,14,0.791,1
JK_350_M_C_1_R_T_15,JK,350,M,C,1,R,T,15,0.878,1
JK_350_M_C_1_R_T_16,JK,350,M,C,1,R,T,16,0.771,1
JK_350_M_C_1_R_T_17,JK,350,M,C,1,R,T,17,0.816,1
JK_350_M_C_1_R_T_18,JK,350,M,C,1,R,T,18,0.774,1
JK_350_M_C_1_R_T_19,JK,350,M,C,1,R,T,19,0.748,1
JK_350_M_C_1_R_T_20,JK,350,M,C,1,R,T,20,0.694,1
JK_350_F_L_1_R_L-F_1,JK,350,F,L,1,R,L-F,1,0.548,1
JK_350_F_L_1_R_L-Ti_1,JK,350,F,L,1,R,L-Ti,1,0.473,1
JK_350_F_L_1_R_L-Ta_1,JK,350,F,L,1,R,L-Ta,1,0.223,1
JK_350_F_L_1_R_L-F_2,JK,350,F,L,1,R,L-F,2,0.531,1
JK_350_F_L_1_R_L-Ti_2,JK,350,F,L,1,R,L-Ti,2,0.456,1
JK_350_F_L_1_R_L-Ta_2,JK,350,F,L,1,R,L-Ta,2,0.199,1
JK_350_F_L_1_R_L-F_3,JK,350,F,L,1,R,L-F,3,0.57,1
JK_350_F_L_1_R_L-Ti_3,JK,350,F,L,1,R,L-Ti,3,0.472,1
JK_350_F_L_1_R_L-Ta_3,JK,350,F,L,1,R,L-Ta,3,0.202,1
JK_350_F_L_1_R_L-F_4,JK,350,F,L,1,R,L-F,4,0.541,1
JK_350_F_L_1_R_L-Ti_4,JK,350,F,L,1,R,L-Ti,4,0.466,1
JK_350_F_L_1_R_L-Ta_4,JK,350,F,L,1,R,L-Ta,4,0.205,1
JK_350_F_L_1_R_L-F_5,JK,350,F,L,1,R,L-F,5,0.624,1
JK_350_F_L_1_R_L-Ti_5,JK,350,F,L,1,R,L-Ti,5,0.514,1
JK_350_F_L_1_R_L-Ta_5,JK,350,F,L,1,R,L-Ta,5,0.215,1
JK_350_F_L_1_R_L-F_6,JK,350,F,L,1,R,L-F,6,0.618,1
JK_350_F_L_1_R_L-Ti_6,JK,350,F,L,1,R,L-Ti,6,0.506,1
JK_350_F_L_1_R_L-Ta_6,JK,350,F,L,1,R,L-Ta,6,0.234,1
JK_350_F_L_1_R_L-F_7,JK,350,F,L,1,R,L-F,7,0.553,1
JK_350_F_L_1_R_L-Ti_7,JK,350,F,L,1,R,L-Ti,7,0.484,1
JK_350_F_L_1_R_L-Ta_7,JK,350,F,L,1,R,L-Ta,7,0.219,1
JK_350_F_L_1_R_L-F_8,JK,350,F,L,1,R,L-F,8,0.562,1
JK_350_F_L_1_R_L-Ti_8,JK,350,F,L,1,R,L-Ti,8,0.469,1
JK_350_F_L_1_R_L-Ta_8,JK,350,F,L,1,R,L-Ta,8,0.204,1
JK_350_F_L_1_R_L-F_9,JK,350,F,L,1,R,L-F,9,0.569,1
JK_350_F_L_1_R_L-Ti_9,JK,350,F,L,1,R,L-Ti,9,0.47,1
JK_350_F_L_1_R_L-Ta_9,JK,350,F,L,1,R,L-Ta,9,0.208,1
JK_350_F_L_1_R_L-F_10,JK,350,F,L,1,R,L-F,10,0.513,1
JK_350_F_L_1_R_L-Ti_10,JK,350,F,L,1,R,L-Ti,10,0.457,1
JK_350_F_L_1_R_L-Ta_10,JK,350,F,L,1,R,L-Ta,10,0.189,1
JK_350_F_L_1_R_L-F_11,JK,350,F,L,1,R,L-F,11,0.574,1
JK_350_F_L_1_R_L-Ti_11,JK,350,F,L,1,R,L-Ti,11,0.489,1
JK_350_F_L_1_R_L-Ta_11,JK,350,F,L,1,R,L-Ta,11,0.2,1
JK_350_F_L_1_R_L-F_12,JK,350,F,L,1,R,L-F,12,0.565,1
JK_350_F_L_1_R_L-Ti_12,JK,350,F,L,1,R,L-Ti,12,0.467,1
JK_350_F_L_1_R_L-Ta_12,JK,350,F,L,1,R,L-Ta,12,0.215,1
JK_350_F_L_1_R_L-F_13,JK,350,F,L,1,R,L-F,13,0.52,1
JK_350_F_L_1_R_L-Ti_13,JK,350,F,L,1,R,L-Ti,13,0.458,1
JK_350_F_L_1_R_L-Ta_13,JK,350,F,L,1,R,L-Ta,13,0.198,1
JK_350_F_L_1_R_L-F_14,JK,350,F,L,1,R,L-F,14,0.489,1
JK_350_F_L_1_R_L-Ti_14,JK,350,F,L,1,R,L-Ti,14,0.455,1
JK_350_F_L_1_R_L-Ta_14,JK,350,F,L,1,R,L-Ta,14,0.198,1
JK_350_F_L_1_R_L-F_15,JK,350,F,L,1,R,L-F,15,0.547,1
JK_350_F_L_1_R_L-Ti_15,JK,350,F,L,1,R,L-Ti,15,0.468,1
JK_350_F_L_1_R_L-Ta_15,JK,350,F,L,1,R,L-Ta,15,0.202,1
JK_350_F_L_1_R_L-F_16,JK,350,F,L,1,R,L-F,16,0.552,1
JK_350_F_L_1_R_L-Ti_16,JK,350,F,L,1,R,L-Ti,16,0.446,1
JK_350_F_L_1_R_L-Ta_16,JK,350,F,L,1,R,L-Ta,16,0.192,1
JK_350_F_L_1_R_L-F_17,JK,350,F,L,1,R,L-F,17,0.556,1
JK_350_F_L_1_R_L-Ti_17,JK,350,F,L,1,R,L-Ti,17,0.47,1
JK_350_F_L_1_R_L-Ta_17,JK,350,F,L,1,R,L-Ta,17,0.192,1
JK_350_F_L_1_R_L-F_18,JK,350,F,L,1,R,L-F,18,0.53,1
JK_350_F_L_1_R_L-Ti_18,JK,350,F,L,1,R,L-Ti,18,0.472,1
JK_350_F_L_1_R_L-Ta_18,JK,350,F,L,1,R,L-Ta,18,0.202,1
JK_350_F_L_1_R_L-F_19,JK,350,F,L,1,R,L-F,19,0.581,1
JK_350_F_L_1_R_L-Ti_19,JK,350,F,L,1,R,L-Ti,19,0.477,1
JK_350_F_L_1_R_L-Ta_19,JK,350,F,L,1,R,L-Ta,19,0.217,1
JK_350_F_L_1_R_L-F_20,JK,350,F,L,1,R,L-F,20,0.523,1
JK_350_F_L_1_R_L-Ti_20,JK,350,F,L,1,R,L-Ti,20,0.452,1
JK_350_F_L_1_R_L-Ta_20,JK,350,F,L,1,R,L-Ta,20,0.187,1
JK_350_F_L_1_R_T_1,JK,350,F,L,1,R,T,1,1.057,1
JK_350_F_L_1_R_T_2,JK,350,F,L,1,R,T,2,1.052,1
JK_350_F_L_1_R_T_3,JK,350,F,L,1,R,T,3,0.96,1
JK_350_F_L_1_R_T_4,JK,350,F,L,1,R,T,4,0.932,1
JK_350_F_L_1_R_T_5,JK,350,F,L,1,R,T,5,1.15,1
JK_350_F_L_1_R_T_6,JK,350,F,L,1,R,T,6,1.101,1
JK_350_F_L_1_R_T_7,JK,350,F,L,1,R,T,7,0.995,1
JK_350_F_L_1_R_T_8,JK,350,F,L,1,R,T,8,1.016,1
JK_350_F_L_1_R_T_9,JK,350,F,L,1,R,T,9,1.06,1
JK_350_F_L_1_R_T_10,JK,350,F,L,1,R,T,10,0.919,1
JK_350_F_L_1_R_T_11,JK,350,F,L,1,R,T,11,1.025,1
JK_350_F_L_1_R_T_12,JK,350,F,L,1,R,T,12,1.046,1
JK_350_F_L_1_R_T_13,JK,350,F,L,1,R,T,13,1.036,1
JK_350_F_L_1_R_T_14,JK,350,F,L,1,R,T,14,0.938,1
JK_350_F_L_1_R_T_15,JK,350,F,L,1,R,T,15,1.071,1
JK_350_F_L_1_R_T_16,JK,350,F,L,1,R,T,16,0.955,1
JK_350_F_L_1_R_T_17,JK,350,F,L,1,R,T,17,1.002,1
JK_350_F_L_1_R_T_18,JK,350,F,L,1,R,T,18,1.091,1
JK_350_F_L_1_R_T_19,JK,350,F,L,1,R,T,19,1.109,1
JK_350_F_L_1_R_T_20,JK,350,F,L,1,R,T,20,0.955,1
JK_350_F_L_2_R_L-F_1,JK,350,F,L,2,R,L-F,1,0.547,1
JK_350_F_L_2_R_L-Ti_1,JK,350,F,L,2,R,L-Ti,1,0.444,1
JK_350_F_L_2_R_L-Ta_1,JK,350,F,L,2,R,L-Ta,1,0.183,1
JK_350_F_L_2_R_L-F_2,JK,350,F,L,2,R,L-F,2,0.563,1
JK_350_F_L_2_R_L-Ti_2,JK,350,F,L,2,R,L-Ti,2,0.492,1
JK_350_F_L_2_R_L-Ta_2,JK,350,F,L,2,R,L-Ta,2,0.227,1
JK_350_F_L_2_R_L-F_3,JK,350,F,L,2,R,L-F,3,0.634,1
JK_350_F_L_2_R_L-Ti_3,JK,350,F,L,2,R,L-Ti,3,0.549,1
JK_350_F_L_2_R_L-Ta_3,JK,350,F,L,2,R,L-Ta,3,0.229,1
JK_350_F_L_2_R_L-F_4,JK,350,F,L,2,R,L-F,4,0.525,1
JK_350_F_L_2_R_L-Ti_4,JK,350,F,L,2,R,L-Ti,4,0.458,1
JK_350_F_L_2_R_L-Ta_4,JK,350,F,L,2,R,L-Ta,4,0.195,1
JK_350_F_L_2_R_L-F_5,JK,350,F,L,2,R,L-F,5,0.526,1
JK_350_F_L_2_R_L-Ti_5,JK,350,F,L,2,R,L-Ti,5,0.432,1
JK_350_F_L_2_R_L-Ta_5,JK,350,F,L,2,R,L-Ta,5,0.188,1
JK_350_F_L_2_R_L-F_6,JK,350,F,L,2,R,L-F,6,0.534,1
JK_350_F_L_2_R_L-Ti_6,JK,350,F,L,2,R,L-Ti,6,0.45,1
JK_350_F_L_2_R_L-Ta_6,JK,350,F,L,2,R,L-Ta,6,0.205,1
JK_350_F_L_2_R_L-F_7,JK,350,F,L,2,R,L-F,7,0.535,1
JK_350_F_L_2_R_L-Ti_7,JK,350,F,L,2,R,L-Ti,7,0.447,1
JK_350_F_L_2_R_L-Ta_7,JK,350,F,L,2,R,L-Ta,7,0.193,1
JK_350_F_L_2_R_L-F_8,JK,350,F,L,2,R,L-F,8,0.563,1
JK_350_F_L_2_R_L-Ti_8,JK,350,F,L,2,R,L-Ti,8,0.465,1
JK_350_F_L_2_R_L-Ta_8,JK,350,F,L,2,R,L-Ta,8,0.204,1
JK_350_F_L_2_R_L-F_9,JK,350,F,L,2,R,L-F,9,0.582,1
JK_350_F_L_2_R_L-Ti_9,JK,350,F,L,2,R,L-Ti,9,0.49,1
JK_350_F_L_2_R_L-Ta_9,JK,350,F,L,2,R,L-Ta,9,0.204,1
JK_350_F_L_2_R_L-F_10,JK,350,F,L,2,R,L-F,10,0.571,1
JK_350_F_L_2_R_L-Ti_10,JK,350,F,L,2,R,L-Ti,10,0.458,1
JK_350_F_L_2_R_L-Ta_10,JK,350,F,L,2,R,L-Ta,10,0.207,1
JK_350_F_L_2_R_L-F_11,JK,350,F,L,2,R,L-F,11,0.544,1
JK_350_F_L_2_R_L-Ti_11,JK,350,F,L,2,R,L-Ti,11,0.495,1
JK_350_F_L_2_R_L-Ta_11,JK,350,F,L,2,R,L-Ta,11,0.196,1
JK_350_F_L_2_R_L-F_12,JK,350,F,L,2,R,L-F,12,0.537,1
JK_350_F_L_2_R_L-Ti_12,JK,350,F,L,2,R,L-Ti,12,0.479,1
JK_350_F_L_2_R_L-Ta_12,JK,350,F,L,2,R,L-Ta,12,0.211,1
JK_350_F_L_2_R_L-F_13,JK,350,F,L,2,R,L-F,13,0.538,1
JK_350_F_L_2_R_L-Ti_13,JK,350,F,L,2,R,L-Ti,13,0.458,1
JK_350_F_L_2_R_L-Ta_13,JK,350,F,L,2,R,L-Ta,13,0.202,1
JK_350_F_L_2_R_L-F_14,JK,350,F,L,2,R,L-F,14,0.521,1
JK_350_F_L_2_R_L-Ti_14,JK,350,F,L,2,R,L-Ti,14,0.48,1
JK_350_F_L_2_R_L-Ta_14,JK,350,F,L,2,R,L-Ta,14,0.216,1
JK_350_F_L_2_R_L-F_15,JK,350,F,L,2,R,L-F,15,0.568,1
JK_350_F_L_2_R_L-Ti_15,JK,350,F,L,2,R,L-Ti,15,0.501,1
JK_350_F_L_2_R_L-Ta_15,JK,350,F,L,2,R,L-Ta,15,0.214,1
JK_350_F_L_2_R_L-F_16,JK,350,F,L,2,R,L-F,16,0.504,1
JK_350_F_L_2_R_L-Ti_16,JK,350,F,L,2,R,L-Ti,16,0.45,1
JK_350_F_L_2_R_L-Ta_16,JK,350,F,L,2,R,L-Ta,16,0.189,1
JK_350_F_L_2_R_L-F_17,JK,350,F,L,2,R,L-F,17,0.548,1
JK_350_F_L_2_R_L-Ti_17,JK,350,F,L,2,R,L-Ti,17,0.457,1
JK_350_F_L_2_R_L-Ta_17,JK,350,F,L,2,R,L-Ta,17,0.216,1
JK_350_F_L_2_R_L-F_18,JK,350,F,L,2,R,L-F,18,0.543,1
JK_350_F_L_2_R_L-Ti_18,JK,350,F,L,2,R,L-Ti,18,0.497,1
JK_350_F_L_2_R_L-Ta_18,JK,350,F,L,2,R,L-Ta,18,0.215,1
JK_350_F_L_2_R_L-F_19,JK,350,F,L,2,R,L-F,19,0.524,1
JK_350_F_L_2_R_L-Ti_19,JK,350,F,L,2,R,L-Ti,19,0.463,1
JK_350_F_L_2_R_L-Ta_19,JK,350,F,L,2,R,L-Ta,19,0.202,1
JK_350_F_L_2_R_L-F_20,JK,350,F,L,2,R,L-F,20,0.5,1
JK_350_F_L_2_R_L-Ti_20,JK,350,F,L,2,R,L-Ti,20,0.457,1
JK_350_F_L_2_R_L-Ta_20,JK,350,F,L,2,R,L-Ta,20,0.188,1
JK_350_F_L_2_R_T_1,JK,350,F,L,2,R,T,1,1.114,1
JK_350_F_L_2_R_T_2,JK,350,F,L,2,R,T,2,1.022,1
JK_350_F_L_2_R_T_3,JK,350,F,L,2,R,T,3,1.115,1
JK_350_F_L_2_R_T_4,JK,350,F,L,2,R,T,4,0.98,1
JK_350_F_L_2_R_T_5,JK,350,F,L,2,R,T,5,0.975,1
JK_350_F_L_2_R_T_6,JK,350,F,L,2,R,T,6,1.008,1
JK_350_F_L_2_R_T_7,JK,350,F,L,2,R,T,7,1.008,1
JK_350_F_L_2_R_T_8,JK,350,F,L,2,R,T,8,0.974,1
JK_350_F_L_2_R_T_9,JK,350,F,L,2,R,T,9,1.014,1
JK_350_F_L_2_R_T_10,JK,350,F,L,2,R,T,10,1.008,1
JK_350_F_L_2_R_T_11,JK,350,F,L,2,R,T,11,1.033,1
JK_350_F_L_2_R_T_12,JK,350,F,L,2,R,T,12,1.035,1
JK_350_F_L_2_R_T_13,JK,350,F,L,2,R,T,13,0.929,1
JK_350_F_L_2_R_T_14,JK,350,F,L,2,R,T,14,1.021,1
JK_350_F_L_2_R_T_15,JK,350,F,L,2,R,T,15,1.149,1
JK_350_F_L_2_R_T_16,JK,350,F,L,2,R,T,16,0.909,1
JK_350_F_L_2_R_T_17,JK,350,F,L,2,R,T,17,1.051,1
JK_350_F_L_2_R_T_18,JK,350,F,L,2,R,T,18,1.149,1
JK_350_F_L_2_R_T_19,JK,350,F,L,2,R,T,19,1.052,1
JK_350_F_L_2_R_T_20,JK,350,F,L,2,R,T,20,0.979,1
JK_350_F_L_1_S_L-F_1,JK,350,F,L,1,S,L-F,1,0.528,1
JK_350_F_L_1_S_L-Ti_1,JK,350,F,L,1,S,L-Ti,1,0.433,1
JK_350_F_L_1_S_L-Ta_1,JK,350,F,L,1,S,L-Ta,1,0.172,1
JK_350_F_L_1_S_L-F_2,JK,350,F,L,1,S,L-F,2,0.557,1
JK_350_F_L_1_S_L-Ti_2,JK,350,F,L,1,S,L-Ti,2,0.482,1
JK_350_F_L_1_S_L-Ta_2,JK,350,F,L,1,S,L-Ta,2,0.202,1
JK_350_F_L_1_S_L-F_3,JK,350,F,L,1,S,L-F,3,0.598,1
JK_350_F_L_1_S_L-Ti_3,JK,350,F,L,1,S,L-Ti,3,0.48,1
JK_350_F_L_1_S_L-Ta_3,JK,350,F,L,1,S,L-Ta,3,0.188,1
JK_350_F_L_1_S_L-F_4,JK,350,F,L,1,S,L-F,4,0.57,1
JK_350_F_L_1_S_L-Ti_4,JK,350,F,L,1,S,L-Ti,4,0.442,1
JK_350_F_L_1_S_L-Ta_4,JK,350,F,L,1,S,L-Ta,4,0.198,1
JK_350_F_L_1_S_L-F_5,JK,350,F,L,1,S,L-F,5,0.582,1
JK_350_F_L_1_S_L-Ti_5,JK,350,F,L,1,S,L-Ti,5,0.512,1
JK_350_F_L_1_S_L-Ta_5,JK,350,F,L,1,S,L-Ta,5,0.213,1
